TRANSACTION_ID,DATE,AMOUNT,ROUND,CATEGORY,STATUS,SOURCE,ORIGINAL_IG_INDEX,ORIGINAL_IG_ID,TARGET_COMPANY_ID,TARGET_COMPANY_NAME,INVESTORS_COUNT,INVESTOR_1_ID,INVESTOR_1_NAME,INVESTOR_1_ROLE,INVESTOR_2_ID,INVESTOR_2_NAME,INVESTOR_2_ROLE,INVESTOR_3_ID,INVESTOR_3_NAME,INVESTOR_3_ROLE,INVESTOR_4_ID,INVESTOR_4_NAME,INVESTOR_4_ROLE,INVESTOR_5_ID,INVESTOR_5_NAME,INVESTOR_5_ROLE,INVESTOR_6_ID,INVESTOR_6_NAME,INVESTOR_6_ROLE,INVESTOR_7_ID,INVESTOR_7_NAME,INVESTOR_7_ROLE,INVESTOR_8_ID,INVESTOR_8_NAME,INVESTOR_8_ROLE,INVESTOR_9_ID,INVESTOR_9_NAME,INVESTOR_9_ROLE,INVESTOR_10_ID,INVESTOR_10_NAME,INVESTOR_10_ROLE,INVESTOR_11_ID,INVESTOR_11_NAME,INVESTOR_11_ROLE,INVESTOR_12_ID,INVESTOR_12_NAME,INVESTOR_12_ROLE,INVESTOR_13_ID,INVESTOR_13_NAME,INVESTOR_13_ROLE,INVESTOR_14_ID,INVESTOR_14_NAME,INVESTOR_14_ROLE,INVESTOR_15_ID,INVESTOR_15_NAME,INVESTOR_15_ROLE,INVESTOR_16_ID,INVESTOR_16_NAME,INVESTOR_16_ROLE,INVESTOR_17_ID,INVESTOR_17_NAME,INVESTOR_17_ROLE,INVESTOR_18_ID,INVESTOR_18_NAME,INVESTOR_18_ROLE,INVESTOR_19_ID,INVESTOR_19_NAME,INVESTOR_19_ROLE,INVESTOR_20_ID,INVESTOR_20_NAME,INVESTOR_20_ROLE,INVESTOR_21_ID,INVESTOR_21_NAME,INVESTOR_21_ROLE,INVESTOR_22_ID,INVESTOR_22_NAME,INVESTOR_22_ROLE,INVESTOR_23_ID,INVESTOR_23_NAME,INVESTOR_23_ROLE
IG_235,20/04/2021,7.0,seed,Early-stage investment,IMPORTED,InvestGame,235,986,[343]TBC,Ace Games,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_236,20/04/2021,0.0,seed,Early-stage investment,IMPORTED,InvestGame,236,988,[344]TBC,Gamesbandy,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_237,20/04/2021,0.0,m&a control (incl. lbo/mbo),M&A,IMPORTED,InvestGame,237,995,[345]TBC,StreumOn Studio,1,[346]TBC,Focus Home Entertainment (PulluP Entertainment),lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_238,22/04/2021,15.3,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,238,1001,[347]TBC,Reworld,1,[148]TBC,ByteDance,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_239,23/04/2021,14.0,listing (ipo/spac),Public offering,IMPORTED,InvestGame,239,1004,[348]TBC,Mighty Kingdom (ASX:MKL),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_240,23/04/2021,0.0,m&a control (incl. lbo/mbo),M&A,IMPORTED,InvestGame,240,1005,[349]TBC,Phosphor games,1,[350]TBC,People Can Fly,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_241,26/04/2021,3.52,listing (ipo/spac),Public offering,IMPORTED,InvestGame,241,1006,[351]TBC,Semper Fortis Esports (OFEX:SEMP),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_242,27/04/2021,242.0,fixed income,Public offering,IMPORTED,InvestGame,242,1009,[352]TBC,Azerion,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_243,27/04/2021,551.0,pipe,Public offering,IMPORTED,InvestGame,243,1012,[353]TBC,GameStop (NYSE: GME),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_244,29/04/2021,0.53,seed,Early-stage investment,IMPORTED,InvestGame,244,1016,[354]TBC,2Watch,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_245,03/05/2021,0.0,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,245,1032,[355]TBC,Discord,1,[274]TBC,Sony Group Corporation,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_246,03/05/2021,65.0,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,246,1033,[356]TBC,Genies,7,[357]TBC,Bond (lead),lead,[358]TBC,NEA,participant,[359]TBC,Breyer Capital,participant,[360]TBC,Tull Investment Group,participant,[361]TBC,NetEase,participant,[362]TBC,Dapper Labs,participant,[363]TBC,Coinbase Ventures,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_247,04/05/2021,0.92,seed,Early-stage investment,IMPORTED,InvestGame,247,1036,[364]TBC,Untold Tales,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_248,05/05/2021,106.62,pipe,Public offering,IMPORTED,InvestGame,248,1038,[324]TBC,Media and Games Invest (ETR: M8G),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_249,06/05/2021,2.4,seed,Early-stage investment,IMPORTED,InvestGame,249,1042,[365]TBC,STYNGR,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_250,10/05/2021,0.53,seed,Early-stage investment,IMPORTED,InvestGame,250,1051,[366]TBC,StreamCards,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_251,11/05/2021,180.6,fixed income,Public offering,IMPORTED,InvestGame,251,1060,[11]TBC,Stillfront Group (STO: SF),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_252,13/05/2021,88.88,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,252,1070,[367]TBC,Animoca Brands,7,[368]TBC,Kingsway Capital,lead,[369]TBC,RIT Capital Partners,participant,[370]TBC,HashKey Fintech Investment Fund,participant,[371]TBC,AppWorks Fund,participant,[372]TBC,LCV Fund,participant,[373]TBC,Huobi,participant,[374]TBC,Metapurse,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_253,17/05/2021,0.0,m&a control (incl. lbo/mbo),M&A,IMPORTED,InvestGame,253,1076,[375]TBC,Game Taco,1,[376]TBC,Platinum Equity,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_254,19/05/2021,85.7,pipe,Public offering,IMPORTED,InvestGame,254,1084,[377]TBC,Focus Home Interactive (ENXTPA:ALFOC),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_255,24/05/2021,13.5,seed,Early-stage investment,IMPORTED,InvestGame,255,1094,[215]TBC,Z League,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_256,26/05/2021,19.0,series a,Early-stage investment,IMPORTED,InvestGame,256,1101,[153]TBC,Virtuix,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_257,27/05/2021,5.0,seed,Early-stage investment,IMPORTED,InvestGame,257,1103,[378]TBC,Noice,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_258,01/06/2021,425.0,m&a control (incl. lbo/mbo),M&A,IMPORTED,InvestGame,258,1105,[379]TBC,HyperX,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_259,02/06/2021,0.0,m&a control (incl. lbo/mbo),M&A,IMPORTED,InvestGame,259,1110,[380]TBC,Aarki,1,[381]TBC,Skillz (NYSE: SKLZ),lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_260,04/06/2021,1.24,m&a control (incl. lbo/mbo),M&A,IMPORTED,InvestGame,260,1120,[382]TBC,Grand Pike,1,[383]TBC,Gold Town Game,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_261,10/06/2021,2.6,seed,Early-stage investment,IMPORTED,InvestGame,261,1132,[384]TBC,Lucid Sight,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_262,10/06/2021,4.4,listing (ipo/spac),Public offering,IMPORTED,InvestGame,262,1133,[385]TBC,WonderPlanet (TSE:4199),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_263,15/06/2021,46.0,pipe,Public offering,IMPORTED,InvestGame,263,1138,[386]TBC,Enthusiast Gaming (TSX: EGLX),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_264,25/06/2021,75.0,fixed income,Public offering,IMPORTED,InvestGame,264,1159,[387]TBC,Playstudios,1,[388]TBC,Acies Acquisition Corp,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_265,25/06/2021,50.0,series a,Early-stage investment,IMPORTED,InvestGame,265,1161,[389]TBC,Yahaha,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_266,28/06/2021,690.5,fixed income,Public offering,IMPORTED,InvestGame,266,1164,[192]TBC,Embracer Group (STO: EMBRAC B),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_267,29/06/2021,494.5,listing (ipo/spac),Public offering,IMPORTED,InvestGame,267,1170,[390]TBC,Cherry AG (XTRA:C3RY),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_268,29/06/2021,0.8,seed,Early-stage investment,IMPORTED,InvestGame,268,1172,[391]TBC,Talewind,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_269,30/06/2021,9.0,seed,Early-stage investment,IMPORTED,InvestGame,269,1176,[392]TBC,Drop Fake,6,[393]TBC,March Gaming,lead,[394]TBC,FunPlus Ventures,participant,[395]TBC,CourtsideVC,participant,[40]TBC,1UP Ventures,participant,[396]TBC,Aream,participant,[397]TBC,Co.,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_270,01/07/2021,50.0,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,270,1186,[367]TBC,Animoca Brands,13,[368]TBC,Kingsway Capital,lead,[398]TBC,RIT Capital Partners (formerly Rothschild Investment Trust),participant,[370]TBC,HashKey Fintech Investment Fund,participant,[371]TBC,AppWorks Fund,participant,[372]TBC,LCV Fund,participant,[373]TBC,Huobi,participant,[399]TBC,Octava,participant,[400]TBC,Ellerston Capital,participant,[401]TBC,Perennial,participant,[402]TBC,Axia Infinity Ventures,participant,[403]TBC,SNZ,participant,[404]TBC,Liberty City Ventures,participant,[374]TBC,Metapurse,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_271,06/07/2021,9.5,series a,Early-stage investment,IMPORTED,InvestGame,271,1203,[405]TBC,Influenceink,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_272,12/07/2021,0.8,seed,Early-stage investment,IMPORTED,InvestGame,272,1210,[406]TBC,NPU Games,1,[407]TBC,Green Grey,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_273,28/07/2021,100.0,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,273,1237,[408]TBC,That's No Moon Entertainment,1,[409]TBC,Smilegate,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_274,04/08/2021,0.53,seed,Early-stage investment,IMPORTED,InvestGame,274,1253,[410]TBC,Ofree Srl,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_275,04/08/2021,2.6,seed,Early-stage investment,IMPORTED,InvestGame,275,1254,[411]TBC,Planetarium,8,[412]TBC,Animoca Brands (lead),lead,[413]TBC,Divergence Capital,participant,[414]TBC,IDEO CoLab,participant,[415]TBC,Sfermion,participant,[416]TBC,Hypersphere Ventures,participant,[417]TBC,SkyVision Capital,participant,[418]TBC,Jeffrey Zirlin,participant,[419]TBC,Stani Kulechov,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_276,19/08/2021,10.2,m&a control (incl. lbo/mbo),M&A,IMPORTED,InvestGame,276,1284,[420]TBC,Animal,1,[281]TBC,tinyBuild,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_277,19/08/2021,0.0,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,277,1285,[77]TBC,FaZe Clan,1,[421]TBC,Cox Enterprises,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_278,19/08/2021,8.5,seed,Early-stage investment,IMPORTED,InvestGame,278,1286,[422]TBC,Forevr Games,5,[423]TBC,Bessemer Venture Partners (lead),lead,[424]TBC,Galaxy Interactive,participant,[425]TBC,All Star Capital,participant,[235]TBC,Mark Pincus,participant,[233]TBC,Emmett Shear,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_279,19/08/2021,4.6,series a,Early-stage investment,IMPORTED,InvestGame,279,1288,[426]TBC,Yield Guild Games,1,[134]TBC,Andreessen Horowitz (a16z),lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_280,24/08/2021,93.0,fixed income,Public offering,IMPORTED,InvestGame,280,1296,[324]TBC,Media and Games Invest (ETR: M8G),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_281,02/09/2021,113.7,listing (ipo/spac),Public offering,IMPORTED,InvestGame,281,1312,[427]TBC,DoubleDown Interactive,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_282,02/09/2021,0.0,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,282,1316,[428]TBC,ReadyUp,1,[429]TBC,Cyberathlete Professional,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_283,03/09/2021,62.0,series b,Late-stage investment,IMPORTED,InvestGame,283,1321,[430]TBC,Kong Studios,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_284,07/09/2021,1.2,seed,Early-stage investment,IMPORTED,InvestGame,284,1326,[431]TBC,DNABLOCK,2,[432]TBC,SoftBanks SB Opportunity Fund,lead,[433]TBC,Spacecadet Ventures,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_285,07/09/2021,11.5,series a,Early-stage investment,IMPORTED,InvestGame,285,1328,[434]TBC,Zebedee,9,[435]TBC,Lakestar,lead,[436]TBC,Initial Capital,participant,[437]TBC,New Form Capital,participant,[438]TBC,TVP,participant,[439]TBC,Hilmar Veigar Petursson,participant,[440]TBC,Alexis Bonte,participant,[441]TBC,Chris Lee,participant,[442]TBC,Timo Soininen,participant,[443]TBC,John Salter,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_286,09/09/2021,106.0,pipe,Public offering,IMPORTED,InvestGame,286,1338,[11]TBC,Stillfront Group (STO: SF),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_287,12/09/2021,3.5,seed,Early-stage investment,IMPORTED,InvestGame,287,1341,[444]TBC,Affyn,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_288,13/09/2021,2.0,seed,Early-stage investment,IMPORTED,InvestGame,288,1344,[445]TBC,Aone Games,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_289,20/09/2021,1.59,m&a minority,M&A,IMPORTED,InvestGame,289,1365,[348]TBC,Mighty Kingdom (ASX:MKL),1,[446]TBC,iCandy Interactive,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_290,20/09/2021,1.0,seed,Early-stage investment,IMPORTED,InvestGame,290,1367,[447]TBC,Tworogue Games,1,[448]TBC,MGVC (MY.GAMES),lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_291,28/09/2021,30.4,growth / expansion (not specified),Late-stage investment,IMPORTED,InvestGame,291,1386,[449]TBC,Marmalade Games,1,[450]TBC,LDC,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_292,05/10/2021,0.0,m&a control (incl. lbo/mbo),M&A,IMPORTED,InvestGame,292,1411,[451]TBC,Hoss,1,[452]TBC,Niantic,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_293,08/10/2021,40.0,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,293,1422,[277]TBC,Nazara Technologies (NSE: NAZARA),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_294,15/10/2021,35.9,series a,Early-stage investment,IMPORTED,InvestGame,294,1435,[285]TBC,Artie,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_295,24/10/2021,1.8,seed,Early-stage investment,IMPORTED,InvestGame,295,1459,[453]TBC,PlaceWar,12,[454]TBC,METRIX Capital Group,lead,[455]TBC,Shanghai Leide Investment Management,participant,[456]TBC,IoTeX,participant,[457]TBC,AU21 Capital,participant,[458]TBC,Kyros Ventures,participant,[459]TBC,Exnetwork Capital,participant,[460]TBC,X21 Digital,participant,[461]TBC,Megala Ventures,participant,[462]TBC,Icetea Labs,participant,[463]TBC,Roseon Finance,participant,[464]TBC,Lucid Blue Ventures,participant,[465]TBC,ReBlock Digital,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_296,25/10/2021,7.5,seed,Early-stage investment,IMPORTED,InvestGame,296,1462,[466]TBC,OnChain Studios,11,[134]TBC,Andreessen Horowitz (a16z),lead,[467]TBC,Draper,participant,[468]TBC,Associates,participant,[469]TBC,CoinFund,participant,[470]TBC,Sound Ventures,participant,[362]TBC,Dapper Labs,participant,[471]TBC,Collab,participant,[472]TBC,Currency,participant,[473]TBC,WndrCo,participant,[474]TBC,Pareto Holdings,participant,[475]TBC,Mark Kingdon,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_297,26/10/2021,2.6,seed,Early-stage investment,IMPORTED,InvestGame,297,1467,[476]TBC,Mubert,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_298,02/11/2021,18.0,series a,Early-stage investment,IMPORTED,InvestGame,298,1488,[477]TBC,Upland,2,[412]TBC,Animoca Brands (lead),lead,[478]TBC,C3 Management (FinLab EOS VC),participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_299,09/11/2021,14.0,series a,Early-stage investment,IMPORTED,InvestGame,299,1500,[479]TBC,AudioMob,4,[155]TBC,Makers Fund,lead,[480]TBC,Lightspeed Venture Partners (lead),participant,[481]TBC,Sequoia Capital,participant,[482]TBC,Google,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_300,10/11/2021,0.5,seed,Early-stage investment,IMPORTED,InvestGame,300,1511,[483]TBC,AY Games,1,[484]TBC,The Games Fund,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_301,11/11/2021,3.11,pipe,Public offering,IMPORTED,InvestGame,301,1514,[485]TBC,Good Gaming (OTCPK:GMER),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_302,14/11/2021,2.0,seed,Early-stage investment,IMPORTED,InvestGame,302,1522,[486]TBC,ASPO,7,[487]TBC,Icetea Labs,lead,[488]TBC,Hashed,participant,[489]TBC,Raptor,participant,[490]TBC,Gate.io,participant,[491]TBC,DaoMaker,participant,[492]TBC,Everse Capital,participant,[493]TBC,CoinCu Ventures,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_303,17/11/2021,5.65,series a,Early-stage investment,IMPORTED,InvestGame,303,1536,[494]TBC,eGoGames,7,[495]TBC,Green Mont Fund,lead,[496]TBC,GTAK Capital,participant,[497]TBC,The Kerving Group (lead),participant,[498]TBC,Donato Gonzalez,participant,[499]TBC,Mario Suarez,participant,[500]TBC,Fabien Causeur,participant,[501]TBC,Carlos Sainz,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_304,18/11/2021,0.0,seed,Early-stage investment,IMPORTED,InvestGame,304,1541,[502]TBC,Funganomics (NFT Group),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_305,18/11/2021,3.0,seed,Early-stage investment,IMPORTED,InvestGame,305,1542,[503]TBC,IndieBI,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_306,19/11/2021,1.73,fixed income,Public offering,IMPORTED,InvestGame,306,1547,[504]TBC,Unity Software,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_307,01/12/2021,0.25,seed,Early-stage investment,IMPORTED,InvestGame,307,1571,[505]TBC,Cudo,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_308,02/12/2021,0.25,seed,Early-stage investment,IMPORTED,InvestGame,308,1582,[506]TBC,Gotiva Games,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_309,02/12/2021,15.75,series a,Early-stage investment,IMPORTED,InvestGame,309,1584,[507]TBC,Xinguang Liumei,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_310,02/12/2021,150.0,series b,Late-stage investment,IMPORTED,InvestGame,310,1585,[508]TBC,Zepeto,4,[509]TBC,SoftBank,lead,[510]TBC,JYP Entertainment,participant,[511]TBC,Naver Webtoon,participant,[512]TBC,Mirae Asset Capital,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_311,03/12/2021,0.0,seed,Early-stage investment,IMPORTED,InvestGame,311,1588,[513]TBC,Oneiric Gaming,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_312,06/12/2021,230.0,listing (ipo/spac),Public offering,IMPORTED,InvestGame,312,1594,[514]TBC,UTA Acquisition Corporation,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
