TRANSACTION_ID,DATE,AMOUNT,ROUND,CATEGORY,STATUS,SOURCE,ORIGINAL_IG_INDEX,ORIGINAL_IG_ID,TARGET_COMPANY_ID,TARGET_COMPANY_NAME,INVESTORS_COUNT,INVESTOR_1_ID,INVESTOR_1_NAME,INVESTOR_1_ROLE,INVESTOR_2_ID,INVESTOR_2_NAME,INVESTOR_2_ROLE,INVESTOR_3_ID,INVESTOR_3_NAME,INVESTOR_3_ROLE,INVESTOR_4_ID,INVESTOR_4_NAME,INVESTOR_4_ROLE,INVESTOR_5_ID,INVESTOR_5_NAME,INVESTOR_5_ROLE,INVESTOR_6_ID,INVESTOR_6_NAME,INVESTOR_6_ROLE,INVESTOR_7_ID,INVESTOR_7_NAME,INVESTOR_7_ROLE,INVESTOR_8_ID,INVESTOR_8_NAME,INVESTOR_8_ROLE,INVESTOR_9_ID,INVESTOR_9_NAME,INVESTOR_9_ROLE,INVESTOR_10_ID,INVESTOR_10_NAME,INVESTOR_10_ROLE,INVESTOR_11_ID,INVESTOR_11_NAME,INVESTOR_11_ROLE,INVESTOR_12_ID,INVESTOR_12_NAME,INVESTOR_12_ROLE,INVESTOR_13_ID,INVESTOR_13_NAME,INVESTOR_13_ROLE,INVESTOR_14_ID,INVESTOR_14_NAME,INVESTOR_14_ROLE,INVESTOR_15_ID,INVESTOR_15_NAME,INVESTOR_15_ROLE,INVESTOR_16_ID,INVESTOR_16_NAME,INVESTOR_16_ROLE,INVESTOR_17_ID,INVESTOR_17_NAME,INVESTOR_17_ROLE,INVESTOR_18_ID,INVESTOR_18_NAME,INVESTOR_18_ROLE,INVESTOR_19_ID,INVESTOR_19_NAME,INVESTOR_19_ROLE,INVESTOR_20_ID,INVESTOR_20_NAME,INVESTOR_20_ROLE,INVESTOR_21_ID,INVESTOR_21_NAME,INVESTOR_21_ROLE,INVESTOR_22_ID,INVESTOR_22_NAME,INVESTOR_22_ROLE,INVESTOR_23_ID,INVESTOR_23_NAME,INVESTOR_23_ROLE
IG_0,04/01/2020,0.5,seed,Early-stage investment,IMPORTED,InvestGame,0,4,[1]TBC,Callisto Gaming,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_1,07/01/2020,0.0,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,1,8,[3]TBC,Platinum Games,1,[4]TBC,Tencent (SEHK: 700),lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_2,09/01/2020,0.03,accelerator / grant,Early-stage investment,IMPORTED,InvestGame,2,14,[5]TBC,Extra Dimension Games,1,[6]TBC,Accelerator Centres AC JumpStart program,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_3,10/01/2020,0.3,pipe,Public offering,IMPORTED,InvestGame,3,16,[7]TBC,YDx Innovation (TSXV:YDX),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_4,14/01/2020,0.15,accelerator / grant,Early-stage investment,IMPORTED,InvestGame,4,18,[8]TBC,Gamerji,1,[9]TBC,Qatar Sportstech Accelerator,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_5,21/01/2020,2.3,pipe,Public offering,IMPORTED,InvestGame,5,28,[10]TBC,Kuuhubb,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_6,22/01/2020,137.65,pipe,Public offering,IMPORTED,InvestGame,6,33,[11]TBC,Stillfront Group (STO: SF),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_7,24/01/2020,11.71,series a,Early-stage investment,IMPORTED,InvestGame,7,37,[12]TBC,ArtCraft Entertainment,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_8,29/01/2020,0.0,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,8,46,[13]TBC,Skybound,3,[14]TBC,Com2uS Corporation (KOSDAQ:A078340),lead,[15]TBC,C Ventures Fund,participant,[16]TBC,Third Wave Digital Partners,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_9,01/02/2020,13.5,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,9,50,[17]TBC,Play Magnus,4,[18]TBC,Cape Capital,lead,[19]TBC,Investinor,participant,[20]TBC,Myrlid,participant,[21]TBC,Tine Pensjonskasse,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_10,02/02/2020,0.8,seed,Early-stage investment,IMPORTED,InvestGame,10,51,[22]TBC,Gamelancer,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_11,03/02/2020,0.02,accelerator / grant,Early-stage investment,IMPORTED,InvestGame,11,53,[23]TBC,Shotcall,1,[24]TBC,Techstars,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_12,05/02/2020,0.0,m&a control (incl. lbo/mbo),M&A,IMPORTED,InvestGame,12,59,[25]TBC,Zeuz.io,1,[26]TBC,Improbable,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_13,10/02/2020,0.0,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,13,65,[27]TBC,Yager,2,[4]TBC,Tencent (SEHK: 700),lead,[28]TBC,Win-Win Fund,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_14,11/02/2020,0.0,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,14,66,[29]TBC,Clipwire Games,1,[30]TBC,Applovin Corp (NASDAQ: APP),lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_15,11/02/2020,0.11,accelerator / grant,Early-stage investment,IMPORTED,InvestGame,15,67,[31]TBC,GamerzClass,1,[32]TBC,500 Startups,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_16,11/02/2020,0.0,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,16,68,[33]TBC,Geewa,4,[30]TBC,Applovin Corp (NASDAQ: APP),lead,[34]TBC,Kohlberg Kravis Roberts (NYS: KKR),participant,[35]TBC,Nimble Ventures,participant,[36]TBC,Orient Hontai Capital,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_17,11/02/2020,2.16,pipe,Public offering,IMPORTED,InvestGame,17,70,[37]TBC,Rewardify,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_18,12/02/2020,2.5,seed,Early-stage investment,IMPORTED,InvestGame,18,73,[38]TBC,Double Loop Games,3,[39]TBC,London Venture Partners (lead),lead,[40]TBC,1UP Ventures,participant,[41]TBC,Ed Fries,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_19,12/02/2020,0.0,m&a control (incl. lbo/mbo),M&A,IMPORTED,InvestGame,19,75,[42]TBC,Spil Games,1,[43]TBC,Azerion,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_20,13/02/2020,0.6,pipe,Public offering,IMPORTED,InvestGame,20,76,[44]TBC,Versus Systems,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_21,19/02/2020,21.3,pipe,Public offering,IMPORTED,InvestGame,21,82,[45]TBC,Starbreeze (STO: STAR B),1,[46]TBC,Digital Bros (MIL: DIB),lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_22,20/02/2020,0.0,seed,Early-stage investment,IMPORTED,InvestGame,22,86,[47]TBC,OasisVR,3,[48]TBC,5Y Capital (lead),lead,[49]TBC,Vitalbridge,participant,[50]TBC,BAI Capital,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_23,21/02/2020,0.36,seed,Early-stage investment,IMPORTED,InvestGame,23,88,[51]TBC,Lanslot,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_24,27/02/2020,21.9,listing (ipo/spac),Public offering,IMPORTED,InvestGame,24,94,[52]TBC,Jiu Zun Digital Interactive Entertainment Group Holdings Limited (SEHK:1961),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_25,27/02/2020,1.0,seed,Early-stage investment,IMPORTED,InvestGame,25,95,[53]TBC,MegaFans (Mobile eSports Gaming Fanatics),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_26,02/03/2020,0.02,accelerator / grant,Early-stage investment,IMPORTED,InvestGame,26,99,[54]TBC,EMOTAI,1,[24]TBC,Techstars,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_27,04/03/2020,109.24,listing (ipo/spac),Public offering,IMPORTED,InvestGame,27,109,[55]TBC,NACON (PAR: NACON),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_28,04/03/2020,0.0,m&a control (incl. lbo/mbo),M&A,IMPORTED,InvestGame,28,110,[56]TBC,Disruptor Beam - Star Trek Timelines (IP sale),1,[57]TBC,Tilting Point Media,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_29,09/03/2020,0.0,m&a control (incl. lbo/mbo),M&A,IMPORTED,InvestGame,29,116,[58]TBC,Investment Data Platform from Digi-Capital,1,[59]TBC,Digital Development Management,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_30,17/03/2020,3.7,pipe,Public offering,IMPORTED,InvestGame,30,128,[60]TBC,Atari,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_31,18/03/2020,2.8,series a,Early-stage investment,IMPORTED,InvestGame,31,131,[61]TBC,Zelos,1,[62]TBC,Y Combinator,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_32,19/03/2020,0.65,seed,Early-stage investment,IMPORTED,InvestGame,32,137,[63]TBC,Sunspear Games,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_33,24/03/2020,1.4,seed,Early-stage investment,IMPORTED,InvestGame,33,139,[64]TBC,Big Run Studios,1,[65]TBC,Galaxy Interactive,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_34,24/03/2020,3.0,seed,Early-stage investment,IMPORTED,InvestGame,34,140,[66]TBC,DreamCraft Entertainment,3,[67]TBC,Makers Fund (lead),lead,[68]TBC,Ludlow Ventures,participant,[69]TBC,Fusion Fund,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_35,27/03/2020,17.25,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,35,144,[70]TBC,Cloud Imperium Games,3,[71]TBC,Calder Family Office,lead,[72]TBC,Investment Technology Group,participant,[73]TBC,Snoot Entertainment,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_36,29/03/2020,0.0,m&a control (incl. lbo/mbo),M&A,IMPORTED,InvestGame,36,146,[74]TBC,HQ Trivia,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_37,02/04/2020,2.9,pipe,Public offering,IMPORTED,InvestGame,37,151,[75]TBC,Gfinity,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_38,07/04/2020,14.3,listing (ipo/spac),Public offering,IMPORTED,InvestGame,38,157,[76]TBC,Simfabric (WAR: SIM),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_39,09/04/2020,40.0,series b,Late-stage investment,IMPORTED,InvestGame,39,164,[77]TBC,FaZe Clan,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_40,21/04/2020,11.8,pipe,Public offering,IMPORTED,InvestGame,40,177,[78]TBC,Enad Global 7 (ST: EG7),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_41,11/05/2020,0.02,seed,Early-stage investment,IMPORTED,InvestGame,41,199,[79]TBC,Backstageplay,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_42,15/05/2020,122.0,pipe,Public offering,IMPORTED,InvestGame,42,208,[80]TBC,Keywords Studios,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_43,15/05/2020,6.39,pipe,Public offering,IMPORTED,InvestGame,43,210,[81]TBC,Super League Gaming (NasdaqCM:SLGG),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_44,18/05/2020,5.25,series a,Early-stage investment,IMPORTED,InvestGame,44,211,[82]TBC,The Meta Game,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_45,21/05/2020,0.0,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,45,218,[83]TBC,MyGamez,5,[84]TBC,Fingersoft,lead,[85]TBC,Small Giant Games,participant,[86]TBC,Visionplus,participant,[87]TBC,Yellowbell,participant,[88]TBC,Peter Vesterbacka,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_46,02/06/2020,700.0,fixed income,Public offering,IMPORTED,InvestGame,46,233,[89]TBC,Bilibili (NASDAQ: BILI),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_47,04/06/2020,138.75,pipe,Public offering,IMPORTED,InvestGame,47,239,[90]TBC,Glu Mobile (NAS: GLUU),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_48,08/06/2020,9.0,pipe,Public offering,IMPORTED,InvestGame,48,241,[91]TBC,Allied Esports Entertainment Inc. (NasdaqCM:AESE),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_49,08/06/2020,0.0,m&a control (incl. lbo/mbo),M&A,IMPORTED,InvestGame,49,242,[92]TBC,Gold Rush,1,[93]TBC,Wisdom Gaming,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_50,11/06/2020,4.82,pipe,Public offering,IMPORTED,InvestGame,50,246,[94]TBC,5th Planet Games (OB:FIVEPG),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_51,12/06/2020,0.0,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,51,249,[95]TBC,F2K,1,[96]TBC,Beyond The Game Network,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_52,14/06/2020,0.0,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,52,251,[97]TBC,Dalongyun Technology,1,[98]TBC,Qualcomm Inc.,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_53,17/06/2020,126.6,pipe,Public offering,IMPORTED,InvestGame,53,257,[11]TBC,Stillfront Group (STO: SF),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_54,21/06/2020,0.01,m&a control (incl. lbo/mbo),M&A,IMPORTED,InvestGame,54,260,[99]TBC,Nakana sp. z o.o,1,[100]TBC,Mikael Bourget,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_55,25/06/2020,0.67,listing (ipo/spac),Public offering,IMPORTED,InvestGame,55,274,[101]TBC,Kool2Play Sp. z o.o.,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_56,25/06/2020,2.1,m&a control (incl. lbo/mbo),M&A,IMPORTED,InvestGame,56,276,[102]TBC,Flashman Games and Bingfish - portfolio of 4 Games (IP sale),1,[103]TBC,Popreach (CVE: POPR),lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_57,29/06/2020,0.0,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,57,279,[104]TBC,Shenzhen Yifan Interactive Technology Co,1,[105]TBC,CMGE Technology Group (HKG: 00302),lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_58,30/06/2020,0.0,undisclosed early-stage,Early-stage investment,IMPORTED,InvestGame,58,283,[106]TBC,Guangzhou Huanyu Kyushu Technology Co.,1,[105]TBC,CMGE Technology Group (HKG: 00302),lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_59,30/06/2020,21.0,listing (ipo/spac),Public offering,IMPORTED,InvestGame,59,287,[107]TBC,Sino-Entertainment Technology Holdings Limited (SEHK:6933),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_60,01/07/2020,7.5,pipe,Public offering,IMPORTED,InvestGame,60,290,[108]TBC,Don't Nod Entertainment (ENXTPA:ALDNE),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_61,04/07/2020,0.0,undisclosed late-stage,Late-stage investment,IMPORTED,InvestGame,61,296,[109]TBC,D4 Enterprise,1,[110]TBC,canow co.,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_62,06/07/2020,1.72,seed,Early-stage investment,IMPORTED,InvestGame,62,298,[111]TBC,OwnersBox,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_63,08/07/2020,14.5,listing (ipo/spac),Public offering,IMPORTED,InvestGame,63,302,[112]TBC,PopReach (CVE: POPR),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_64,09/07/2020,0.0,m&a control (incl. lbo/mbo),M&A,IMPORTED,InvestGame,64,303,[113]TBC,Linden Lab,1,[114]TBC,Waterfield Group,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_65,13/07/2020,0.5,seed,Early-stage investment,IMPORTED,InvestGame,65,308,[115]TBC,Drop-In Gaming,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_66,13/07/2020,0.15,seed,Early-stage investment,IMPORTED,InvestGame,66,309,[116]TBC,Splinterlands,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_67,15/07/2020,280.0,listing (ipo/spac),Public offering,IMPORTED,InvestGame,67,311,[117]TBC,Archosaur Games (SEHK:9990),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_68,15/07/2020,0.27,seed,Early-stage investment,IMPORTED,InvestGame,68,313,[118]TBC,Gamersfy,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_69,15/07/2020,0.05,seed,Early-stage investment,IMPORTED,InvestGame,69,315,[119]TBC,Quarks Interactive,2,[120]TBC,Ciprian Man,lead,[121]TBC,threeTechAngels members,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_70,15/07/2020,17.2,pipe,Public offering,IMPORTED,InvestGame,70,316,[122]TBC,Sumo Group (AIM:SUMO),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_71,23/07/2020,5.4,listing (ipo/spac),Public offering,IMPORTED,InvestGame,71,330,[123]TBC,Gaming Factory (WSE:GIF),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_72,27/07/2020,2.75,series a,Early-stage investment,IMPORTED,InvestGame,72,332,[124]TBC,Dark Slope,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_73,29/07/2020,300.0,series b,Late-stage investment,IMPORTED,InvestGame,73,336,[125]TBC,Vindex,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_74,03/08/2020,5.1,series a,Early-stage investment,IMPORTED,InvestGame,74,339,[126]TBC,Veloce,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_75,05/08/2020,1.2,listing (ipo/spac),Public offering,IMPORTED,InvestGame,75,340,[127]TBC,TGS Esports Inc. (TSXV:TGS),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_76,11/08/2020,0.68,pipe,Public offering,IMPORTED,InvestGame,76,350,[128]TBC,Moonlit S.A. (WSE:MLT),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_77,14/08/2020,1.7,pipe,Public offering,IMPORTED,InvestGame,77,365,[129]TBC,ESE Entertainment (TSXV:ESE),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_78,14/08/2020,0.19,seed,Early-stage investment,IMPORTED,InvestGame,78,366,[130]TBC,Meta Games,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_79,15/08/2020,0.1,seed,Early-stage investment,IMPORTED,InvestGame,79,367,[131]TBC,Anubis Gaming,1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_80,19/08/2020,20.0,pipe,Public offering,IMPORTED,InvestGame,80,372,[132]TBC,Engine Media (TSXV:GAME),1,[2]TBC,Undisclosed,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IG_81,19/08/2020,6.0,seed,Early-stage investment,IMPORTED,InvestGame,81,373,[133]TBC,Odyssey Interactive,6,[134]TBC,Andreessen Horowitz (a16z),lead,[135]TBC,Golden Ventures,participant,[136]TBC,Eros Resmini,participant,[137]TBC,Kevin Lin,participant,[138]TBC,Steven Chen,participant,[139]TBC,Paul Della Bitta,participant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
